#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double Layer1
#column double Layer2
#column double Layer3
#column double Layer4
#column double Layer5
300,159.233,9.07324,2.86212,0.102833,0
300,156.967,45.3087,19.4571,1.46207,0
300,103.577,29.5413,29.8057,6.09209,0.858629
300,18.7011,103.873,35.8957,9.9589,2.7427
300,91.0581,57.7254,1.01131,1.91106,12.2268
300,156.544,20.6196,0.287713,1.96922,0
300,106.217,57.9051,5.135,0,0
300,147.241,15.9918,36.6153,10.5997,0.773156
300,127.111,81.7056,0.562859,0,0
300,125.682,63.8648,12.2521,0,0
300,61.7083,22.5332,2.11615,2.65231,2.41768
300,136.357,21.0277,29.1297,0,0
300,109.112,78.5745,1.18131,8.24053,0
300,86.1483,92.2285,7.27684,0.332753,0.671719
300,79.0553,55.5137,4.73929,21.1701,0
300,153.532,7.82697,4.49168,21.1548,0
300,63.286,58.7137,87.8489,2.33945,0.942375
300,119.425,77.0745,3.88201,0.402806,0
300,134.987,50.8882,24.7336,0.166893,0.907472
300,127.573,40.6058,4.45543,0,0
300,57.2832,82.746,67.0536,0,0
300,103.498,34.2257,1.4784,8.49565,0
300,91.6704,58.5659,15.8251,2.43335,0.317922
300,180.168,16.7194,20.3983,9.20353,0
300,115.253,18.7382,27.8262,0,0
300,168.719,31.149,9.13359,1.35288,0
300,138.045,33.63,2.81488,0,0
300,58.2763,69.8357,14.3736,0.903043,0
300,187.302,15.4356,2.43329,0,0
300,104.166,45.8814,5.23986,2.27748,1.38865
300,170.146,20.6256,16.1173,0.464585,0
300,149.413,34.4889,1.78362,0,0
300,193.338,13.2516,4.69501,0.918769,0
300,122.295,64.0229,14.5785,0.994372,2.59608
300,96.2274,28.4322,17.4682,0,0
300,105.862,65.3297,8.07176,0.561933,0
300,185.104,23.6502,1.38505,1.57171,0
300,144.378,12.5634,11.1727,7.03283,1.44644
300,146.141,7.97593,2.03962,0,0
300,88.7763,51.6471,21.1977,10.2486,0.104477
300,144.322,24.7724,1.58226,5.72579,0
300,122.601,72.8957,3.77679,0.246705,2.39674
300,59.0768,28.0421,24.4619,4.16132,7.5912
300,110.685,30.0737,15.668,0,0
300,67.6854,39.7201,17.4261,1.27848,1.67102
300,139.564,60.5302,1.41682,0.673942,0
300,127.871,68.5857,10.974,0,0
300,138.633,70.8605,5.20372,0,0
300,128.148,20.4582,22.6197,4.49782,0
300,45.4127,112.309,20.2001,3.8014,0
300,147.654,33.6528,8.17648,0,1.09176
300,84.1885,38.9155,34.4191,18.0798,1.95221
300,89.8911,33.8518,6.89245,11.9685,0.380254
300,64.8115,88.5949,30.7385,4.00276,0
300,175.132,23.4307,15.0755,7.91903,0.468464
300,100.354,60.3362,5.92155,20.9422,0
300,128.615,19.1152,11.7774,1.41912,0
300,163.962,55.9052,6.07228,6.49211,1.84581
300,131.369,39.6415,11.5187,6.97344,0
300,129.586,54.4649,4.25948,6.76182,5.61897
300,106.445,86.7683,11.9883,0,2.14937
300,120.913,55.2918,6.64962,1.11028,0
300,160.985,28.5529,7.08452,0.374305,0
300,87.4598,74.4001,18.3758,1.18414,0.684954
300,61.3708,98.1276,63.7274,5.20129,0.68151
300,120.786,36.0724,33.1474,1.52385,4.15184
300,121.385,28.6362,7.73883,0,0
300,87.1447,45.2949,26.4299,0,3.46514
300,77.3521,70.7423,17.4078,4.76618,2.53636
300,163.727,28.1584,2.45438,4.57947,0
300,106.836,28.9765,9.55736,4.26149,0
300,105.328,74.9143,7.02952,6.99725,0
300,96.0193,60.342,24.4455,5.20623,4.47602
300,65.9134,33.1878,13.9658,22.7039,4.79294
300,141.684,47.5565,2.16514,0,0
300,174.755,20.6272,9.64305,0,1.68674
300,108.334,59.7957,4.39325,2.58033,0
300,139.975,13.4248,6.41869,2.25197,3.9887
300,110.538,49.1552,5.64409,1.26047,0
300,147.232,28.9668,0.755968,0,0
300,144.47,19.3968,25.007,0,0
300,78.8741,64.7562,18.8584,1.97269,0
300,120.669,46.1438,11.3691,0.239474,0.21159
300,146.275,60.522,2.0298,1.79641,0
300,155.189,30.3961,11.7936,0,0
