#class tools::histo::h1d
#title Layer total energy
#dimension 1
#axis fixed 5 0.5 5.5
#annotation axis_x.title 
#bin_number 7
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
5000,1.33211e+06,4.86995e+08,1.33211e+06,1.33211e+06
5000,1.07277e+06,3.59801e+08,2.14553e+06,4.29106e+06
5000,449478,7.7266e+07,1.34843e+06,4.0453e+06
5000,159922,1.3906e+07,639690,2.55876e+06
5000,48320.1,1.88529e+06,241600,1.208e+06
0,0,0,0,0
